,university,career,full_name,gender,postal_code,location,email,birth_date
665,universidad nacional de jujuy,licenciatura en psicología,benjamin murphy,m,,albigasta,ronald40@hotmail.com,1908-03-05
666,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,megan thomas,f,,arroyo grande,derrickevans@yahoo.com,1988-05-09
667,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,brooke miranda,f,,campo moreno,stevensonrichard@gmail.com,1986-06-29
668,universidad nacional de jujuy,licenciatura en administración ,james castillo,m,,arenaza,lisa53@hotmail.com,1921-10-25
669,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,debra_garcia,f,9227,,higginslaura@yahoo.com,1996-07-20
670,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,daisy_bautista,f,6509,,oliviamoore@yahoo.com,1936-10-31
671,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,vanessa arnold,f,,agua de torre,jillfischer@gmail.com,1974-08-13
672,universidad nacional de jujuy,licenciatura en ciencias de la educación ,brittney west,f,,estacion coronel pringles,williamsluke@yahoo.com,1927-11-18
673,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,teresa evans,f,,arroyo seco,hannamolly@hotmail.com,2004-02-18
674,_universidad_de_palermo,licenciatura_en_administración_,connor_little,m,7631,,jenniferrichards@hotmail.com,1914-01-06
675,_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,rose_reed,f,1774,,esalazar@yahoo.com,1920-02-09
676,universidad nacional de jujuy,licenciatura en ciencias de la computación,elizabeth johnson dvm,f,,cañada del ucle,pcummings@yahoo.com,1996-03-05
677,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,michael_smith,m,5563,,rodriguezkatie@gmail.com,1933-07-24
678,universidad nacional de jujuy,técnico para bioterios ,katie hamilton,f,,alto del molle,tthompson@gmail.com,1971-10-02
679,universidad nacional de jujuy,bioquímica,jennifer hall,f,,kilometro 184,sharon67@yahoo.com,1918-12-11
680,universidad nacional de jujuy,ciencias veterinarias,kaitlyn case,f,,de bruyn,angela12@hotmail.com,1919-08-12
681,universidad nacional de jujuy,diseño industrial,jonathan lyons,m,,aguilares,dparker@hotmail.com,1921-07-24
682,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,melissa henry,f,,colonia la blanquita,riveraann@hotmail.com,1982-04-22
683,universidad nacional de jujuy,ingeniería mecánica,kendra obrien,f,,albariño,jillianmalone@gmail.com,1971-06-18
684,universidad nacional de jujuy,contador público ,dennis anthony,m,,desvio boero,laura99@gmail.com,1941-12-26
685,universidad nacional de jujuy,actuario ,connor hicks,m,,algarrobo grande,fsanders@hotmail.com,1964-09-01
686,universidad nacional de jujuy,licenciatura en ciencias antropológicas,james ruiz,m,,aceilan,jrose@yahoo.com,1994-11-01
687,universidad nacional de jujuy,licenciatura en ciencias geológicas,christopher garrett,m,,el altillo,jeffrey13@hotmail.com,2005-01-23
688,universidad nacional de jujuy,licenciatura en producción de bioimagenes,dawn jimenez,f,,barrio la dolly,heather33@gmail.com,2003-11-07
689,_universidad_de_palermo,ingeniería_mecánica,matthew_taylor,m,3263,,shannonmiller@yahoo.com,1911-08-03
690,universidad nacional de jujuy,licenciatura en ciencias biológicas,stephen wilson,m,,aldea santafecina,dodsontammy@hotmail.com,1951-10-12
691,universidad nacional de jujuy,diseño de imagen y sonido,daniel woods,m,,betbeder,walkercynthia@yahoo.com,1916-09-02
692,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,brandon harrison,m,,la colina,fernandocarlson@yahoo.com,1941-07-14
693,universidad nacional de jujuy,licenciatura en producción de bioimagenes,brandon martin,m,,aldea apeleg,michellesherman@yahoo.com,1925-11-07
694,universidad nacional de jujuy,técnico para bioterios ,hayley stevens,f,,las palmas,davisjoshua@yahoo.com,1995-10-20
695,universidad nacional de jujuy,licenciatura en ciencias biológicas,aaron stone,m,,agua botada,russellgeorge@gmail.com,1987-08-07
696,universidad nacional de jujuy,bioquímica,leonard ross,m,,chillar,danny80@yahoo.com,1951-07-25
697,universidad nacional de jujuy,licenciatura en ciencias ambientales,christopher case,m,,campo monte la viruela,jessicataylor@hotmail.com,1908-10-13
698,universidad nacional de jujuy,licenciatura en ciencias de la educación ,jason howard,m,,alejandro petion,francisco91@gmail.com,1959-12-05
699,_universidad_de_palermo,licenciatura_en_terapia_ocupacional,elizabeth_fisher,f,8315,,xsanchez@yahoo.com,1906-05-12
700,universidad nacional de jujuy,licenciatura en ciencias geológicas,tina thomas,f,,el bombero,cassiebrewer@yahoo.com,1905-11-27
701,universidad nacional de jujuy,licenciatura en terapia ocupacional,amy johnson,f,,campo el mataco,mmendoza@yahoo.com,1983-04-23
702,universidad nacional de jujuy,licenciatura en artes,sara hernandez,f,,albarellos,isabellagarcia@hotmail.com,1917-05-10
703,universidad nacional de jujuy,medicina,peter phillips,m,,chacabuco,michelle32@hotmail.com,1952-06-05
704,universidad nacional de jujuy,bioquímica,andrea lewis md,f,,barrio indio trompa,hunter30@hotmail.com,1950-10-06
705,universidad nacional de jujuy,licenciatura en ciencias antropológicas,julie sloan,f,,isla tigre,sjohnson@hotmail.com,1922-02-09
706,universidad nacional de jujuy,licenciatura en musicoterapia,jessica simpson,f,,angosto del perchel,nielsenmatthew@gmail.com,1911-04-11
707,universidad nacional de jujuy,licenciatura en ciencia política ,joanne bailey,f,,cuenca,stanleydebra@hotmail.com,1969-03-04
708,universidad nacional de jujuy,licenciatura en musicoterapia,robert white jr.,m,,chivilcoy,morristracy@gmail.com,1921-06-10
709,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,alvin stevenson,m,,huanguelen,ypierce@hotmail.com,1975-09-14
710,universidad nacional de jujuy,técnico para bioterios ,stacey carroll,f,,achiras,allisoncastillo@yahoo.com,1914-02-03
711,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,alexis_dunn,f,4631,,qhunter@gmail.com,1916-07-03
712,universidad nacional de jujuy,licenciatura en musicoterapia,julie williamson,f,,carlos tejedor,yolanda05@gmail.com,2000-11-06
713,universidad nacional de jujuy,diseño industrial,debbie aguirre,f,,campo garabato,qpowell@hotmail.com,1987-05-11
714,universidad nacional de jujuy,licenciatura en ciencias geológicas,daniel stewart,m,,base aerea teniente matienzo,garciacody@hotmail.com,1957-09-04
715,universidad nacional de jujuy,diseño de imagen y sonido,zachary mcdowell,m,,estancia santa catalina,christophergarza@gmail.com,1959-12-04
716,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,marc wright,m,,cuesta del ternero,saunderscarl@hotmail.com,2003-01-16
717,universidad nacional de jujuy,licenciatura en musicoterapia,craig johnson,m,,bartolome mitre,christysherman@yahoo.com,1982-12-24
718,universidad nacional de jujuy,licenciatura en musicoterapia,julie goodman,f,,los gauchos,allen79@gmail.com,1913-04-07
719,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,alex_wheeler,m,4119,,jacksonsandra@gmail.com,1917-08-23
720,universidad nacional de jujuy,licenciatura en terapia ocupacional,shannon reyes,m,,acheral,carrie89@yahoo.com,1933-11-23
721,universidad nacional de jujuy,ingeniería en informática,dr. amber craig,f,,colonia bombal y tabanera,chelsea52@yahoo.com,1919-11-17
722,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,kimberly jenkins,f,,el bombero,roneal@hotmail.com,1958-08-28
723,universidad nacional de jujuy,ingeniería en informática,alyssa nelson,f,,baigorrita,kennethjackson@yahoo.com,1960-02-14
724,universidad nacional de jujuy,medicina,steven mckinney,m,,villa sauce,jimenezchad@hotmail.com,1915-10-04
725,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,lindsay evans,f,,alto del salvador,vincentmaureen@hotmail.com,1907-10-05
726,universidad nacional de jujuy,licenciatura en ciencias geológicas,nicole cooper,f,,carmen de areco,ystephens@gmail.com,1986-01-14
727,universidad nacional de jujuy,diseño industrial,shelly reed,f,,25 de mayo,ryannorman@yahoo.com,1966-08-20
728,universidad nacional de jujuy,ciencias veterinarias,shawn cannon,m,,chamical,stacey56@hotmail.com,1917-11-21
729,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,thomas blackwell,m,,anzoategui,odeleon@hotmail.com,1920-02-24
730,universidad nacional de jujuy,agronomía,nicole wyatt,f,,libano,donald13@hotmail.com,1969-02-14
731,universidad nacional de jujuy,ingeniería mecánica,zachary johnson,m,,zona delta tigre,ehowell@hotmail.com,1948-03-29
732,universidad nacional de jujuy,licenciatura en sociología ,james patterson,m,,apeadero las chimbas,bjohnson@gmail.com,1978-10-18
733,universidad nacional de jujuy,licenciatura en ciencias antropológicas,victoria gardner,f,,adolfo j pomar,dlawrence@gmail.com,1948-05-22
734,universidad nacional de jujuy,licenciatura en sociología ,james solomon,m,,francisco paz,nathan18@gmail.com,1908-10-08
735,universidad nacional de jujuy,licenciatura en terapia ocupacional,eric martinez,m,,cerrillos al sud,wnewman@yahoo.com,1917-01-12
736,universidad nacional de jujuy,licenciatura en musicoterapia,jeffrey mcgee,m,,campo la lima,lawrencesamantha@yahoo.com,1959-08-08
737,universidad nacional de jujuy,contador público ,terry anderson,m,,colonia mendez bar,christopher90@hotmail.com,1949-11-14
738,_universidad_de_palermo,medicina,linda_jacobson,f,2535,,pauljames@gmail.com,1915-12-27
739,universidad nacional de jujuy,licenciatura en ciencias de la educación ,daniel miller,m,,libano,uthompson@gmail.com,1921-04-05
740,universidad nacional de jujuy,licenciatura en ciencias de la computación,kurt glover,m,,colonia bella italia,iwright@yahoo.com,1948-01-27
741,universidad nacional de jujuy,diseño de imagen y sonido,gloria knapp,f,,cerrillos al sud,justinmorris@yahoo.com,1992-05-23
742,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,charles turner,m,,el gualicho,dsmith@hotmail.com,1908-08-23
743,universidad nacional de jujuy,medicina,jessica ruiz,f,,bañadito viejo,taylor07@hotmail.com,1949-01-17
744,universidad nacional de jujuy,licenciatura en producción de bioimagenes,kyle jackson,m,,arroyo del cura,wpowers@hotmail.com,1939-01-14
745,universidad nacional de jujuy,licenciatura en administración ,shannon chung,m,,28 de julio,phenson@yahoo.com,1964-11-03
746,universidad nacional de jujuy,licenciatura en psicología,william brown,m,,el jumeal,jclarke@gmail.com,1907-04-12
747,universidad nacional de jujuy,licenciatura en terapia ocupacional,victoria roberts,f,,campo ubajo,amber89@yahoo.com,1919-07-24
748,universidad nacional de jujuy,licenciatura en administración ,alexander martin,m,,bathurst estacion,marylynch@yahoo.com,1918-01-27
749,universidad nacional de jujuy,actuario ,corey cervantes,m,,martin coronado,michaelhansen@gmail.com,1995-08-17
750,universidad nacional de jujuy,medicina,kelly coleman,f,,haedo,ashley57@yahoo.com,1957-09-26
751,universidad nacional de jujuy,licenciatura en psicología,ashley wilkins,f,,chacras viejas,vwalker@yahoo.com,1912-04-01
752,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,shane_anderson,m,3567,,melanierichards@yahoo.com,1986-11-22
753,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,william irwin,m,,aguada del loro,catherinetapia@gmail.com,2001-09-22
754,universidad nacional de jujuy,ingeniería mecánica,joseph anderson,m,,alvarez de toledo,omarmartinez@hotmail.com,1976-01-08
755,universidad nacional de jujuy,diseño industrial,samuel nash,m,,melincue,heather97@hotmail.com,1983-08-02
756,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,daniel anderson,m,,aromos,melissa57@gmail.com,2000-04-29
757,universidad nacional de jujuy,farmacia,david carlson,m,,algarrobal,adamsmichelle@gmail.com,1915-03-06
758,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,gwendolyn bryan,f,,calera,sdennis@yahoo.com,1978-10-19
759,_universidad_de_palermo,licenciatura_en_terapia_ocupacional,jeremy_burch,m,8375,,davidnorton@hotmail.com,1919-11-28
760,universidad nacional de jujuy,licenciatura en ciencias de la educación ,lisa duncan,f,,cristiano muerto,romerofelicia@gmail.com,1963-04-17
761,universidad nacional de jujuy,diseño de imagen y sonido,connie duncan,f,,sancti spiritu,ann08@gmail.com,1915-06-10
762,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,laura wong,f,,sarandi,warrenemma@yahoo.com,1915-04-29
763,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,alexandra davis,f,,estacion uspallata,julian20@gmail.com,1918-08-13
764,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,ashley davila,f,,fuerte quemado,adamsdaisy@yahoo.com,1970-10-16
765,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,jamie wilson,f,,cerrillos al sud,ballen@gmail.com,2002-05-26
766,universidad nacional de jujuy,farmacia,colin nguyen,m,,alpasinche,sherrydavidson@hotmail.com,1937-05-16
767,universidad nacional de jujuy,ingeniería en informática,paul mendoza,m,,anguil,lynn83@hotmail.com,1954-06-14
768,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,nicole hawkins,f,,abra baya,mckeediamond@gmail.com,1932-11-28
769,universidad nacional de jujuy,licenciatura en sociología ,bradley burke,m,,colonia lote 12,sfinley@hotmail.com,1996-07-31
770,_universidad_de_palermo,arquitectura,jessica_lawrence,f,3481,,kevinstrong@hotmail.com,1956-09-15
771,universidad nacional de jujuy,ingeniería electrónica,eric thomas,m,,colonia duportal,schneidershannon@yahoo.com,1984-06-26
772,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,janice_montgomery,f,7174,,gsparks@hotmail.com,1921-02-20
773,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,mary wilson,f,,tristan suarez,stevensanchez@hotmail.com,1943-09-06
774,universidad nacional de jujuy,licenciatura en producción de bioimagenes,kathryn singh,f,,claypole,william25@hotmail.com,1906-07-29
775,universidad nacional de jujuy,medicina,samuel andersen,m,,las palmas,angela10@yahoo.com,1995-11-05
776,universidad nacional de jujuy,licenciatura en terapia ocupacional,anthony phillips,m,,cachiyuyal,cheryl85@hotmail.com,1931-11-17
777,universidad nacional de jujuy,diseño de imagen y sonido,samuel clark,m,,el alto,adamsmark@gmail.com,1917-06-13
778,universidad nacional de jujuy,licenciatura en ciencias de la computación,rebecca garcia,f,,la primavera,nsmith@hotmail.com,1955-01-22
779,universidad nacional de jujuy,actuario ,sharon graham,f,,agua del simbol,robert57@hotmail.com,1929-12-29
780,universidad nacional de jujuy,ingeniería electrónica,colleen collins,f,,baldes de pacheco,knoxerik@yahoo.com,1946-12-15
781,_universidad_de_palermo,medicina,angela_silva,f,6073,,qcook@gmail.com,1913-11-18
782,universidad nacional de jujuy,medicina,andrew ford,m,,bermudez,jonathan91@yahoo.com,1971-01-05
783,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,natalie cooper,f,,cañadon caliente,peggy48@hotmail.com,1993-09-21
784,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,nicole cardenas,f,,cullin manzano,jameslong@hotmail.com,1909-03-10
785,universidad nacional de jujuy,licenciatura en ciencias geológicas,jeremy campbell,m,,del valle,amy97@hotmail.com,1920-10-25
786,universidad nacional de jujuy,medicina,mr. david johnson,m,,arroyito,brittany49@yahoo.com,1940-04-22
787,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,ethan combs,m,,23 de agosto,grayashley@hotmail.com,1932-09-18
788,universidad nacional de jujuy,licenciatura en ciencias geológicas,william price,m,,colonia santa rosa,robertpham@hotmail.com,1931-08-10
789,_universidad_de_palermo,licenciatura_en_sociología_,raymond_franklin,m,5565,,brittany76@gmail.com,1925-08-28
790,universidad nacional de jujuy,agronomía,crystal charles,f,,colonia la gaviota,joanne73@yahoo.com,1918-03-22
791,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,christina_mendez,f,2635,,kirk86@yahoo.com,1908-03-02
792,universidad nacional de jujuy,arquitectura,jessica rodriguez,f,,la colina,joseph97@gmail.com,1992-06-29
793,_universidad_de_palermo,ingeniería_electrónica,lisa_ross,f,3302,,heather43@yahoo.com,1966-03-23
794,universidad nacional de jujuy,ingeniería electrónica,cheryl smith,f,,cañadon la madera,michael20@gmail.com,1920-11-23
795,universidad nacional de jujuy,contador público ,elijah williams,m,,angelica,sanderskevin@gmail.com,1933-08-27
796,universidad nacional de jujuy,farmacia,nicole nelson,f,,berduc,william96@hotmail.com,1942-11-23
797,_universidad_de_palermo,ingeniería_mecánica,jill_cobb,f,3114,,henrychristian@hotmail.com,1916-10-11
798,_universidad_de_palermo,ciencias_veterinarias,brian_walls,m,7001,,esparzalarry@hotmail.com,1996-12-14
799,universidad nacional de jujuy,actuario ,michael padilla,m,,aldea escolar,stephenbird@gmail.com,1939-01-10
800,universidad nacional de jujuy,licenciatura en ciencia política ,casey williams,f,,agua de torre,angelgriffin@gmail.com,1920-02-07
801,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,christopher_camacho,m,9210,,alexacox@gmail.com,1954-06-22
802,universidad nacional de jujuy,licenciatura en psicología,michael pacheco,m,,meson de fierro,erosario@yahoo.com,1941-02-13
803,_universidad_de_palermo,ingeniería_mecánica,terrence_johnson,m,8501,,barkerjason@yahoo.com,1916-10-06
804,universidad nacional de jujuy,licenciatura en terapia ocupacional,thomas kaufman,m,,puesto de isla,normantyler@yahoo.com,1978-06-08
805,universidad nacional de jujuy,técnico para bioterios ,travis benson,m,,abra pampa,sbaker@gmail.com,1919-05-14
806,universidad nacional de jujuy,farmacia,shawn simmons,m,,anguil,fredallison@yahoo.com,1993-03-23
807,universidad nacional de jujuy,licenciatura en ciencias ambientales,cynthia reyes,f,,candioti,huertaraymond@gmail.com,1962-01-17
808,_universidad_de_palermo,licenciatura_en_sociología_,eric_ortiz,m,6701,,andersontimothy@yahoo.com,1910-05-30
809,universidad nacional de jujuy,ingeniería electrónica,kimberly reynolds,f,,san marcelo,lcobb@yahoo.com,1996-04-03
810,universidad nacional de jujuy,diseño industrial,corey alvarado,m,,aldecon,shawnhunt@gmail.com,1911-03-17
811,universidad nacional de jujuy,licenciatura en terapia ocupacional,john jackson,m,,bajo caracoles,delgadojacqueline@yahoo.com,1955-07-31
812,universidad nacional de jujuy,bioquímica,charles conway,m,,base aerea teniente matienzo,seangates@gmail.com,1972-05-30
813,universidad nacional de jujuy,licenciatura en ciencias de la computación,timothy avila,m,,arroyo quillen,rhondaholland@hotmail.com,1921-05-22
814,universidad nacional de jujuy,licenciatura en ciencias de la computación,vanessa campbell,f,,arauco,ashley35@hotmail.com,1952-04-19
815,universidad nacional de jujuy,licenciatura en terapia ocupacional,jonathan thornton,m,,coliqueo,lisaeaton@gmail.com,1955-08-08
816,universidad nacional de jujuy,ingeniería mecánica,andrea molina,f,,campo el mataco,luisconley@gmail.com,1934-05-01
817,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,dean brown,m,,cañadon lagarto,zdoyle@yahoo.com,1919-03-01
818,universidad nacional de jujuy,ingeniería mecánica,matthew douglas,m,,colonia los bosques,graydonna@gmail.com,1968-12-10
819,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,cindy_parker,f,6531,,ipatterson@hotmail.com,2005-09-25
820,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,dr. marcus kim jr.,m,,cascada,qgrant@gmail.com,1979-04-27
821,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,brandi phillips,f,,brea chimpana,mercadodaniel@hotmail.com,1999-01-26
822,universidad nacional de jujuy,agronomía,brandon willis,m,,colonia la blanquita,blairwesley@gmail.com,2003-01-27
823,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,darrell williams,m,,banfield,mistyjohnson@yahoo.com,1913-08-11
824,universidad nacional de jujuy,agronomía,linda carter,f,,aguada grande,ymeyer@gmail.com,1933-04-11
825,universidad nacional de jujuy,medicina,courtney chan,f,,colonia cello,jacksonshawn@hotmail.com,1919-05-04
826,universidad nacional de jujuy,licenciatura en administración ,megan fowler,f,,bella vista,ericellis@yahoo.com,1926-07-20
827,universidad nacional de jujuy,arquitectura,erin hernandez,f,,capilla del señor,beverlyhampton@hotmail.com,1937-05-19
828,universidad nacional de jujuy,licenciatura en ciencias de la computación,james kim,m,,arroyo quilla,taylorjon@hotmail.com,1995-06-06
829,_universidad_de_palermo,arquitectura,michael_taylor,m,3592,,mathiskyle@yahoo.com,1910-03-15
830,universidad nacional de jujuy,licenciatura en ciencias antropológicas,angel ponce,m,,la colina,santosisaac@yahoo.com,1974-04-14
831,universidad nacional de jujuy,técnico para bioterios ,emily white,f,,arroyo chalia,dmelton@hotmail.com,1973-03-21
832,universidad nacional de jujuy,ingeniería en informática,mark perry,m,,arteaga,loganclayton@yahoo.com,1935-11-11
833,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,jane ross,f,,campo largo,fowlermark@hotmail.com,1996-01-05
834,universidad nacional de jujuy,ciencias veterinarias,ryan morris,m,,san bernardo del tuyu,lance21@yahoo.com,1919-04-12
835,_universidad_de_palermo,arquitectura,katie_reynolds,f,8166,,greerchristopher@hotmail.com,1907-12-19
836,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,marie_jones,f,6507,,fischercarl@yahoo.com,1985-07-08
837,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,andrea thomas,f,,cangallo,katie06@yahoo.com,1950-05-04
838,universidad nacional de jujuy,medicina,timothy kim,m,,colonia montefiore,castroadam@gmail.com,1945-02-25
839,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,andrea holmes,f,,carandaiti,gonzalesbetty@gmail.com,1973-06-23
840,universidad nacional de jujuy,farmacia,brenda taylor,f,,amilgancho,emilycooper@yahoo.com,1966-11-02
841,universidad nacional de jujuy,ingeniería electrónica,kyle rose,m,,acostilla,agilbert@gmail.com,1920-11-28
842,_universidad_de_palermo,ingeniería_en_informática,rachel_cummings,f,8166,,mreed@hotmail.com,2004-12-22
843,universidad nacional de jujuy,licenciatura en ciencias biológicas,sydney hubbard,f,,altamirano,erich@yahoo.com,1973-06-12
844,universidad nacional de jujuy,ingeniería en informática,ann taylor,f,,domselaar,jessica32@hotmail.com,1937-04-21
845,_universidad_de_palermo,medicina,linda_ryan,f,7313,,jrosales@hotmail.com,1972-05-16
846,universidad nacional de jujuy,licenciatura en artes,adam brown,m,,colonia bella italia,thomasmcguire@hotmail.com,1998-12-29
847,universidad nacional de jujuy,licenciatura en sociología ,jeremy arnold,m,,buen retiro,lisacastillo@hotmail.com,1914-04-25
848,_universidad_de_palermo,bioquímica,robert_hooper,m,5544,,vsmith@hotmail.com,1930-04-03
849,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,ashley_clark,f,2715,,ccampbell@gmail.com,1917-06-26
850,_universidad_de_palermo,licenciatura_en_psicología,harold_davis,m,3364,,smithcourtney@gmail.com,1957-12-27
851,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,lisa smith,f,,despeñaderos,mitchell73@yahoo.com,1983-08-06
852,universidad nacional de jujuy,licenciatura en ciencias antropológicas,madeline mcconnell,f,,arroyo grande,xcarter@hotmail.com,1907-02-11
853,_universidad_de_palermo,farmacia,jamie_gonzalez,f,5634,,phillipthornton@hotmail.com,1963-08-14
854,universidad nacional de jujuy,licenciatura en ciencia política ,timothy powell,m,,villa el chocon,williamhernandez@yahoo.com,2001-10-23
855,universidad nacional de jujuy,técnico para bioterios ,elizabeth jones,f,,bustamante,steven87@yahoo.com,1933-02-22
856,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,isaac ortiz,m,,alamos,vharris@yahoo.com,1906-05-06
857,universidad nacional de jujuy,agronomía,oscar benton,m,,la pastora,ryanbeasley@gmail.com,1977-10-13
858,universidad nacional de jujuy,ingeniería mecánica,shawn evans,m,,desvio boero,uwilson@gmail.com,1953-02-20
859,_universidad_de_palermo,ingeniería_electrónica,brent_velez,m,3454,,veronicalong@hotmail.com,1913-06-23
860,universidad nacional de jujuy,agronomía,frank obrien,m,,barrio parque leloir,scurry@yahoo.com,1924-11-29
861,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,christopher manning,m,,almacen la colina,ggutierrez@yahoo.com,1914-03-29
862,universidad nacional de jujuy,licenciatura en ciencias geológicas,ryan olsen,m,,costa bonita balneario,pbyrd@yahoo.com,1979-12-17
863,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,anthony hendricks,m,,el cenizo,alexa52@hotmail.com,1977-03-24
864,universidad nacional de jujuy,contador público ,lisa lyons,f,,el carmen,mollymueller@gmail.com,1946-06-08
865,universidad nacional de jujuy,licenciatura en artes,samantha olson,f,,adrian maturano,framos@hotmail.com,1968-02-20
866,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,jimmy_collins,m,5539,,daniel39@hotmail.com,1920-11-28
867,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,kayla mitchell,f,,acheral,gwendolyncordova@gmail.com,1913-02-05
868,universidad nacional de jujuy,bioquímica,daniel martinez,m,,colhue huapi,juliagriffin@gmail.com,1992-11-04
869,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,anna jones,f,,azcuenaga,evan35@hotmail.com,1912-04-27
870,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,amy_garcia,f,5385,,hollandscott@hotmail.com,1974-07-01
871,_universidad_de_palermo,licenciatura_en_terapia_ocupacional,kimberly_martin,f,4707,,xcline@gmail.com,1938-12-15
872,universidad nacional de jujuy,licenciatura en ciencia política ,joshua medina,m,,campo de talamayo,pmiller@yahoo.com,1929-04-16
873,universidad nacional de jujuy,técnico para bioterios ,jeffrey rodriguez,m,,anzoategui,camposwilliam@gmail.com,1955-09-14
874,universidad nacional de jujuy,ingeniería en informática,jeffrey mccarthy,m,,colonia dr gdor udaondo,paulfisher@hotmail.com,2000-06-30
875,universidad nacional de jujuy,licenciatura en terapia ocupacional,lisa sutton,f,,guamini,juanjohnson@yahoo.com,1967-10-09
876,universidad nacional de jujuy,agronomía,mr. edward stone,m,,las perlas,valerie89@hotmail.com,1964-05-13
877,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,shane_perez,m,3440,,nancy44@hotmail.com,1914-07-15
878,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,nicole mendoza,f,,los frentones,sheilamendoza@gmail.com,1924-05-04
879,universidad nacional de jujuy,bioquímica,stephanie johnson,f,,san bernardo del tuyu,troy74@gmail.com,1957-08-23
880,universidad nacional de jujuy,licenciatura en ciencias de la computación,brittany rodriguez,f,,las toninas,james93@gmail.com,1945-01-08
881,universidad nacional de jujuy,bioquímica,travis lopez,m,,ceres,reyesmarc@hotmail.com,1918-07-10
882,_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,steven_owen,m,6311,,kellygary@hotmail.com,1921-08-30
883,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,michelle_nichols,f,3018,,michael91@gmail.com,1938-12-09
884,_universidad_de_palermo,licenciatura_en_ciencia_política_,jennifer_young,f,7548,,melanie43@hotmail.com,1984-07-06
885,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,james hawkins,m,,ricardone,jsmith@gmail.com,1914-02-19
886,universidad nacional de jujuy,licenciatura en musicoterapia,john manning,m,,colonia la oracion,amanda43@hotmail.com,1918-08-13
887,universidad nacional de jujuy,ciencias veterinarias,elizabeth morgan,f,,arroyo tomas,dshields@yahoo.com,1956-02-13
888,_universidad_de_palermo,licenciatura_en_sociología_,larry_nelson,m,8333,,contrerasmelissa@hotmail.com,1984-07-03
889,universidad nacional de jujuy,farmacia,patrick hartman,m,,alfalad,deborahwilliams@yahoo.com,1987-01-27
890,universidad nacional de jujuy,ingeniería electrónica,matthew english,m,,bella vista,perkinsdavid@gmail.com,1926-03-16
891,universidad nacional de jujuy,ingeniería electrónica,ryan fletcher,m,,arijon,cainjennifer@gmail.com,1960-05-24
